record_id,occurence_month,ncic,total_number_of_victims,total_number_of_individual_victims,suspects_race_as_a_group,total_number_of_suspects,most_serious_ucr,most_serious_ucr_type,most_serious_location,most_serious_bias,most_serious_bias_type,most_serious_victim_type,weapon_type,offensive_act,is_multiple_bias,total_number_of_individual_victims_adult,total_number_of_individual_victims_juvenile,total_number_of_suspects_adult,total_number_of_suspects_juvenile,suspects_ethnicity_as_a_group,data_loaded_at
CA00-0000016432,6/1/2004,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000016433,7/1/2004,3801,1,1,White,1,Simple Assault,Violent Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016435,9/1/2004,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000016437,2/1/2004,3801,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other gun (pellet, BB, stun gun, etc.)",Other,,,,,,,11/15/2023 11:01
CA00-0000016438,2/1/2004,3801,1,1,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Firearm (unknown whether handgun, rifle or shotgun)",,,,,,,,11/15/2023 11:01
CA00-0000016439,4/1/2004,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation,Person,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000016440,8/1/2004,3801,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Jewish,Religion,Person,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000016441,5/1/2004,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Convenience Store,Anti-White,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,,,,,,11/15/2023 11:01
CA00-0000016442,2/1/2004,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Other,,,,,,,11/15/2023 11:01
CA00-0000016476,5/1/2004,3801,1,1,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Jewish,Religion,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016485,6/1/2004,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Hotel/Motel/etc.,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016641,1/1/2005,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016642,3/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000016644,1/1/2005,3801,1,1,East Indian/Asian Indian,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016647,1/1/2005,3801,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016648,1/1/2005,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Rock throwing,,,,,,,11/15/2023 11:01
CA00-0000016649,1/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Asian,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000016650,1/1/2005,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000016651,1/1/2005,3801,2,2,Group of Multiple Races,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016652,1/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000016653,1/1/2005,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016654,1/1/2005,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,,Damage to vehicle,,,,,,,11/15/2023 11:01
CA00-0000016657,2/1/2005,3801,1,1,Group of Multiple Races,2,Simple Assault,Violent Crimes,School/college,Anti-Physical Disability,Disability,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,,11/15/2023 11:01
CA00-0000016658,2/1/2005,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016659,2/1/2005,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Damage to vehicle,,,,,,,11/15/2023 11:01
CA00-0000016660,2/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000016672,3/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016674,3/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000016675,3/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000016676,3/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Convenience Store,Anti-Arab,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016677,3/1/2005,3801,2,2,Black or African American,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016679,3/1/2005,3801,1,1,Black or African American,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016680,3/1/2005,3801,2,2,White,1,Simple Assault,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016819,4/1/2005,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016820,4/1/2005,3801,1,1,Hispanic,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000016821,4/1/2005,3801,2,2,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016829,4/1/2005,3801,1,1,White,2,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Damage to vehicle,,,,,,,11/15/2023 11:01
CA00-0000016832,4/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000016835,4/1/2005,3801,1,1,Black or African American,2,Simple Assault,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016915,4/1/2005,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016916,4/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Grocery/Supermarket,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000016936,5/1/2005,3801,1,1,White,4,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016939,5/1/2005,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016940,5/1/2005,3801,1,1,East Indian/Asian Indian,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016941,1/1/2005,3801,1,1,Hispanic,4,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016942,5/1/2005,3801,1,1,Asian/Pacific Islander,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016943,5/1/2005,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016946,5/1/2005,3801,4,4,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016947,5/1/2005,3801,2,2,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016950,5/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000016953,5/1/2005,3801,1,1,Group of Multiple Races,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000016954,5/1/2005,3801,1,1,East Indian/Asian Indian,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017149,2/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017187,6/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017188,6/1/2005,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000017192,6/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Rock throwing,,,,,,,11/15/2023 11:01
CA00-0000017193,6/1/2005,3801,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017194,6/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Rock throwing,,,,,,,11/15/2023 11:01
CA00-0000017195,6/1/2005,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017196,6/1/2005,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017198,6/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Rock throwing,,,,,,,11/15/2023 11:01
CA00-0000017199,6/1/2005,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Government/Public Building,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017200,6/1/2005,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000017201,6/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Jewish,Religion,Government,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000017202,6/1/2005,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Liquor Store,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017203,6/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000017204,6/1/2005,3801,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017205,6/1/2005,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017206,6/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000017207,6/1/2005,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017212,6/1/2005,3801,1,1,Hispanic,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017269,7/1/2005,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017271,7/1/2005,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017272,7/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017273,7/1/2005,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017274,7/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000017275,7/1/2005,3801,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017276,7/1/2005,3801,1,1,Group of Multiple Races,5,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017458,9/1/2005,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Handgun,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017460,9/1/2005,3801,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017464,9/1/2005,3801,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017465,8/1/2005,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Female,Gender,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017466,8/1/2005,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017467,8/1/2005,3801,2,2,Black or African American,1,Intimidation,Violent Crimes,Hotel/Motel/etc.,Anti-White,Race/Ethnicity/Ancestry,Person,,Other,,,,,,,11/15/2023 11:01
CA00-0000017470,8/1/2005,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017472,8/1/2005,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017473,8/1/2005,3801,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Other,,,,,,,11/15/2023 11:01
CA00-0000017474,8/1/2005,3801,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017476,8/1/2005,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000017477,9/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017481,9/1/2005,3801,3,3,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017482,9/1/2005,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,,,,,,11/15/2023 11:01
CA00-0000017626,10/1/2005,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017627,10/1/2005,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000017628,10/1/2005,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Restaurant,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017629,10/1/2005,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017630,10/1/2005,3801,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017631,10/1/2005,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000017632,10/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Jewish,Religion,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000017633,10/1/2005,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
